-90.989,-23.4123077,98.21483,115.397362,74.11256,-78.1556244,0.00250000000079353,-0.00192500000029128,0.00152499999828137,0,0,-0.00140000000214968,0,0,0,0.0291514872912693,-0.0785027328709802,0.147506972640048
-90.98899,-23.4123154,98.2148361,115.397362,74.11256,-78.15563,0.0512999999990882,-0.0457750000002477,0.0659750000018278,-0.0019999999985032,-0.0390249999995262,-0.0424999999992792,-0.191859916,-0.330496639,-0.204630449,0.0294158991075015,-0.0787108347730836,0.14738274362745
-90.9887848,-23.4124985,98.2151,115.397354,74.1124039,-78.1558,0.191199999999725,-0.167374999999303,0.244999999999607,-0.0075000000023806,-0.130975000001143,-0.154999999999461,-0.193307608,-0.332710832,-0.202006131,0.0294827250365692,-0.078309806758412,0.146103795154346
-90.98802,-23.413168,98.21608,115.397324,74.11188,-78.15642,0.360000000000582,-0.316600000000555,0.461500000000115,-0.0152500000005773,-0.252499999998435,-0.289999999999679,-0.198445275,-0.3364507,-0.196778417,0.0297273952920989,-0.0784029161337116,0.145734163737799
-90.98658,-23.4144344,98.217926,115.397263,74.11087,-78.15758,0.530000000001252,-0.466399999999645,0.681000000000154,-0.0210000000002708,-0.372500000000997,-0.428525000000235,-0.208242863,-0.345787764,-0.187210515,0.0299245551914957,-0.0784857509613843,0.145409339866312
-90.98446,-23.4163,98.22065,115.397179,74.10938,-78.1592941,0.702499999999162,-0.616025000000242,0.897499999997109,-0.0287499999984675,-0.489999999999213,-0.568975000000194,-0.222866908,-0.361961,-0.172221,0.0300765979155884,-0.077808501763343,0.146029584500592
-90.98165,-23.4187641,98.22424,115.397064,74.10742,-78.16157,0.871325000002088,-0.764849999999484,1.11750000000299,-0.0342499999987922,-0.607500000000982,-0.702499999999162,-0.241789,-0.380825937,-0.155043364,0.0302952025956174,-0.0777640200772538,0.145855672125798
-90.9781647,-23.4218235,98.22871,115.396927,74.10499,-78.16438,1.04367499999825,-0.914575000000362,1.33249999999663,-0.0420000000005416,-0.731000000001814,-0.84377499999988,-0.2642948,-0.409192234,-0.131312743,0.0251814342522181,-0.0771320987718056,0.149864736388452
-90.97399,-23.4254818,98.23404,115.396759,74.102066,-78.1677551,1.21250000000117,-1.06382500000013,1.55250000000251,-0.0494999999993695,-0.848999999998767,-0.981225000000308,-0.2881771,-0.434019983,-0.105155118,0.0243897680044292,-0.0769683532282031,0.150477429223493
-90.96914,-23.4297371,98.24025,115.396561,74.09867,-78.17168,1.38249999999829,-1.21355000000012,1.77000000000049,-0.0555000000019845,-0.967499999998012,-1.1187750000019,-0.3096224,-0.4563244,-0.08265844,0.0235838954213783,-0.0768476220127354,0.151101252630202
-90.96361,-23.4345913,98.24733,115.396339,74.0948,-78.1761551,1.55750000000054,-1.36217499999969,1.98749999999848,-0.0609999999987565,-1.08750000000057,-1.25502499999897,-0.326545566,-0.4625311,-0.06960023,0.033764616269508,-0.080471043394482,0.139372523102633
-90.95738,-23.44004,98.25528,115.396095,74.09045,-78.1811752,1.72500000000042,-1.5117250000003,2.20500000000001,-0.0685000000011371,-1.20749999999958,-1.39370000000127,-0.3407542,-0.4784923,-0.06431135,0.0350953406903223,-0.081424701880934,0.137621072163842
-90.95048,-23.4460869,98.2641,115.395821,74.08562,-78.18675,1.89650000000086,-1.6607749999995,2.42250000000155,-0.0745000000001994,-1.32750000000215,-1.53500000000051,-0.352458954,-0.498707,-0.06460932,0.0300612712712045,-0.0809817026692272,0.144431678028894
-90.942894,-23.45273,98.27379,115.395523,74.08031,-78.19289,2.06947499999899,-1.80999999999987,2.63999999999953,-0.0819999999990273,-1.4474999999976,-1.66999999999717,-0.364808142,-0.507492,-0.06357822,0.0304544083868379,-0.0819856554524137,0.144041324795769
-90.9346161,-23.45997,98.28435,115.395195,74.07452,-78.19957,2.2390250000015,-1.95897499999997,2.85749999999751,-0.0877499999987208,-1.56877500000263,-1.80750000000174,-0.3783332,-0.519714653,-0.05388869,0.0310729477756979,-0.0829251497837831,0.143370050494461
-90.92566,-23.4678059,98.29578,115.394844,74.0682449,-78.2068,2.41249999999837,-2.10810000000006,3.07375000000221,-0.0952500000011014,-1.6887249999975,-1.94749999999999,-0.39391613,-0.5349142,-0.036649168,0.0346429736310974,-0.0807965042821124,0.144457777407503
-90.91601,-23.4762383,98.308075,115.394463,74.06149,-78.21459,2.58249999999904,-2.2568500000002,3.29125000000019,-0.101250000000164,-1.80750000000174,-2.085000000001,-0.40973267,-0.547254562,-0.018095166,0.0358199083928916,-0.0812021067968587,0.144058232275729
-90.90568,-23.4852657,98.32124,115.394058,74.05426,-78.22293,2.75500000000051,-2.40565000000004,3.50999999999857,-0.106750000000488,-1.93000000000154,-2.22499999999926,-0.4299923,-0.5704952,0.008845956,0.0311715233793102,-0.0751926642691885,0.146606548383339
-90.89466,-23.4948883,98.33528,115.393631,74.04654,-78.23183,2.92750000000197,-2.55442500000047,3.72750000000011,-0.114499999998685,-2.0486749999975,-2.35999999999947,-0.4481954,-0.58871007,0.024188269,0.0311892194643342,-0.0745086226678353,0.146828289940164
-90.88295,-23.505106,98.35019,115.393173,74.0383453,-78.24127,3.09749999999909,-2.70349999999997,3.94500000000164,-0.120000000002563,-2.17132499999906,-2.50000000000128,-0.46358785,-0.6016575,0.027552726,0.0287741831812554,-0.0785323291414386,0.147009085914618
-90.87056,-23.51592,98.36597,115.392693,74.02966,-78.25127,3.27117499999829,-2.85212499999954,4.15999999999883,-0.125999999998072,-2.29000000000212,-2.63889999999734,-0.480948657,-0.611252248,0.034590844,0.0284268366066023,-0.0790905677827922,0.147061109315743
